year,week,Ajdovščina,Brežice,Celje,Cerknica,Črnomelj,Domžale,Dravograd,Gornja Radgona,Grosuplje,Hrastnik,Idrija,Ilirska Bistrica,Izola,Jesenice,Kamnik,Kočevje,Koper,Kranj,Krško,Laško,Lenart,Lendava,Litija,Ljubljana,Ljutomer,Logatec,Maribor,Metlika,Mozirje,Murska Sobota,Nova Gorica,Novo mesto,Ormož,Pesnica,Piran,Postojna,Ptuj,Radlje ob Dravi,Radovljica,Ravne na Koroškem,Ribnica,Ruše,Šentjur pri Celju,Sevnica,Sežana,Škofja Loka,Slovenj Gradec,Slovenska Bistrica,Slovenske Konjice,Šmarje pri Jelšah,Tolmin,Trbovlje,Trebnje,Tržič,Velenje,Vrhnika,Zagorje ob Savi,Žalec
2011,49,2,14,21,0,1,4,1,2,5,2,1,2,10,10,7,5,3,19,4,1,1,2,0,88,0,2,57,1,2,18,15,13,4,6,0,2,10,2,4,3,0,0,0,2,3,2,8,5,3,2,3,5,4,4,12,2,0,4
2011,50,4,3,16,4,4,9,0,2,4,0,1,1,10,5,3,1,2,11,5,2,3,5,2,99,0,3,53,3,1,24,17,14,2,2,1,1,8,2,3,2,3,2,3,5,4,5,9,2,2,3,4,9,1,0,13,1,1,0
2011,51,1,11,20,2,3,2,0,2,2,2,4,1,16,10,1,3,4,11,1,0,2,4,1,89,1,1,40,3,2,23,13,19,2,2,2,3,22,2,2,3,3,0,1,2,7,6,8,3,0,3,2,6,4,2,11,3,2,5
2011,52,3,17,17,2,4,5,0,3,2,2,1,2,6,11,4,5,7,14,2,7,2,3,4,93,1,3,53,3,4,33,15,18,4,0,2,6,19,5,5,3,1,2,1,2,7,7,15,2,7,4,1,9,1,3,16,2,1,5
2012,1,1,9,18,7,2,6,2,2,2,0,0,2,11,11,6,3,6,17,1,1,5,2,3,81,3,1,47,2,5,27,22,20,2,3,0,2,20,2,7,3,2,0,2,5,7,0,14,4,4,5,3,8,4,3,10,3,2,1
2012,2,0,10,18,1,2,5,1,2,3,1,1,1,18,9,3,0,1,14,6,2,3,6,1,98,4,0,42,1,3,19,24,21,2,1,3,4,19,1,5,2,3,0,4,4,3,2,4,4,5,5,2,7,6,0,8,2,4,3
2012,3,1,12,23,1,0,6,0,3,3,1,3,3,14,10,3,0,3,14,4,1,2,2,2,77,2,1,39,1,2,19,17,15,2,0,1,1,14,1,2,1,2,0,1,5,6,4,4,2,3,1,5,9,2,1,15,1,1,4
2012,4,2,12,32,2,2,5,1,1,2,1,5,2,19,13,7,4,0,19,1,3,2,3,0,74,5,0,36,1,5,17,17,15,3,5,2,1,18,0,7,1,3,2,3,2,5,5,13,4,3,5,4,7,3,2,20,6,1,3
2012,5,2,6,39,0,0,2,1,3,8,1,3,0,15,8,2,1,9,15,2,5,1,3,2,91,3,0,43,2,3,23,20,22,2,2,0,2,11,1,4,1,2,0,0,2,8,3,7,0,3,5,1,7,2,2,8,3,2,3
2012,6,3,8,19,0,4,6,0,9,5,1,3,3,13,11,3,1,8,15,5,3,2,3,2,95,4,1,43,1,1,22,24,22,1,2,0,2,23,1,2,4,2,0,0,6,3,3,16,5,4,3,3,11,1,0,18,3,1,1
2012,7,6,8,27,2,0,6,2,0,8,2,1,2,17,12,8,2,4,16,5,2,2,1,5,94,1,2,52,0,4,23,20,20,4,1,1,3,13,2,9,2,3,1,1,9,6,7,15,7,3,5,6,1,4,2,13,2,1,3
2012,8,2,15,28,2,3,9,3,3,6,2,2,2,18,11,1,2,5,17,7,4,3,4,3,92,1,3,58,3,1,29,18,24,0,3,0,4,21,3,11,2,0,1,4,4,3,2,7,3,2,3,2,4,0,0,16,0,1,2
2012,9,4,7,21,1,3,5,0,2,3,2,6,2,12,9,3,0,6,24,5,4,5,6,3,91,1,2,60,1,4,25,24,15,2,0,2,2,23,4,6,1,2,0,4,0,10,4,16,6,4,7,6,3,1,0,15,2,2,4
2012,10,1,11,18,2,4,9,2,3,5,1,4,6,13,10,2,1,3,19,2,3,3,3,5,102,3,2,43,2,0,29,24,25,4,3,0,1,18,1,4,4,0,2,3,1,6,2,12,4,5,4,1,10,1,0,10,6,2,3
2012,11,3,10,24,3,2,4,0,2,1,2,3,1,11,11,3,4,3,20,2,4,2,3,3,99,3,0,51,0,1,43,25,28,3,1,9,5,12,3,6,4,2,1,1,3,3,2,10,2,3,7,4,11,6,1,10,1,1,6
2012,12,7,10,26,2,1,10,4,2,5,0,2,5,18,15,3,5,4,14,3,5,3,6,4,97,3,2,44,2,3,33,11,18,2,0,5,3,12,1,10,2,3,2,2,7,8,5,10,3,0,6,3,7,1,1,14,4,1,6
2012,13,3,13,27,2,4,12,1,0,2,0,1,5,14,9,6,2,6,18,4,1,1,1,1,89,4,1,54,0,3,36,13,14,0,2,0,1,17,3,3,2,2,0,0,8,5,5,14,3,2,7,3,7,2,1,8,1,2,10
2012,14,5,11,26,2,0,4,1,2,3,1,2,3,13,9,2,2,5,16,7,5,3,3,2,90,2,3,31,0,5,20,20,16,1,1,0,3,15,2,3,3,1,0,1,2,4,4,6,1,4,5,1,5,3,2,14,1,1,5
2012,15,0,11,22,1,3,4,0,2,2,0,1,3,12,7,5,7,5,17,1,5,6,1,0,79,3,4,41,1,3,16,16,14,1,1,5,0,16,0,2,4,3,0,3,6,4,2,7,3,2,1,3,4,1,0,11,3,4,4
2012,16,3,7,25,2,1,2,1,5,3,1,3,2,9,9,7,1,3,11,4,4,1,2,1,89,4,2,41,0,4,19,16,19,3,0,4,0,7,0,4,2,1,0,1,5,5,7,4,2,0,7,5,3,1,0,11,0,5,6
2012,17,4,4,25,2,4,6,1,4,6,2,6,3,7,8,3,1,2,14,4,2,2,4,2,88,2,0,33,0,4,20,16,10,5,0,4,2,19,6,4,4,1,2,3,2,2,2,8,3,2,2,2,1,0,1,10,1,0,3
2012,18,3,10,22,2,3,5,2,4,2,0,1,7,13,8,2,3,2,20,3,3,1,4,2,85,1,2,33,1,3,15,15,17,3,1,0,1,21,0,9,1,2,2,3,5,2,3,12,4,4,1,4,5,0,4,6,2,0,4
2012,19,2,8,14,1,0,5,1,1,6,2,2,3,12,10,2,0,8,14,4,3,0,3,2,70,0,1,51,1,1,21,16,20,2,4,3,4,21,2,4,3,0,2,0,7,5,4,8,0,0,5,1,4,0,1,17,1,2,4
2012,20,1,10,30,1,0,5,0,2,1,1,4,2,8,8,2,1,1,13,2,1,2,2,0,68,4,0,40,0,1,15,12,16,0,2,2,1,11,0,1,2,2,0,1,1,4,4,8,5,6,4,2,5,3,1,7,3,0,4
2012,21,1,11,16,1,2,2,0,2,3,0,4,2,10,9,5,3,3,15,1,0,0,2,4,64,0,1,43,0,2,17,16,21,0,3,1,4,11,2,6,0,3,2,4,2,4,6,7,5,3,5,1,4,2,3,10,2,1,3
2012,22,2,9,20,3,2,2,1,4,4,0,3,2,13,16,0,0,3,9,4,2,0,2,2,67,1,1,32,1,2,14,9,10,1,1,5,1,13,2,0,1,2,0,1,2,2,2,14,3,4,1,5,7,3,0,8,1,2,3
2012,23,3,4,18,1,1,3,3,3,2,1,3,3,8,9,3,1,1,10,4,3,1,6,1,76,0,2,34,3,2,19,11,14,1,0,2,3,13,1,7,0,0,2,3,2,0,3,9,1,0,2,2,3,2,1,8,3,3,3
2012,24,1,6,13,2,1,4,2,2,7,1,3,4,10,3,2,1,4,17,3,0,2,2,0,81,0,0,37,2,2,11,15,10,2,5,0,5,15,0,2,1,3,2,3,1,3,3,9,3,2,8,5,4,5,2,13,0,3,3
2012,25,0,8,24,0,3,5,0,8,3,0,1,5,15,6,4,5,3,12,2,3,3,4,2,97,2,2,49,2,3,16,13,22,2,0,1,2,13,1,9,2,1,0,0,5,0,2,6,2,2,4,4,4,4,0,13,1,2,4
2012,26,1,6,19,2,0,2,1,2,1,0,3,1,15,6,2,1,0,15,3,2,4,1,3,70,1,1,41,0,1,13,18,26,3,0,0,5,12,3,5,4,1,2,1,3,8,2,7,3,5,3,2,7,3,0,10,2,1,2
2012,27,0,9,21,2,2,4,1,2,4,0,2,0,19,16,1,0,1,22,2,1,3,2,3,101,4,0,43,0,3,19,24,12,2,0,2,2,10,2,3,3,4,1,2,3,3,3,5,3,0,8,2,8,4,2,13,6,0,6
2012,28,3,3,22,3,1,6,1,2,1,0,0,3,7,10,0,1,4,15,4,2,1,4,1,72,2,3,45,1,2,21,14,12,3,2,4,2,12,0,8,1,2,1,1,3,3,2,11,3,4,2,4,3,1,3,10,1,0,7
2012,29,5,6,22,3,1,2,1,5,2,0,3,2,11,8,6,3,8,5,1,4,3,0,2,64,4,1,40,2,0,17,12,15,1,1,2,3,13,0,2,0,3,1,2,4,3,1,9,2,1,5,3,5,0,3,14,0,2,3
2012,30,1,7,17,4,0,1,0,3,5,2,2,1,11,8,4,3,3,9,2,9,2,1,0,62,2,1,42,1,3,17,15,17,0,0,1,0,12,0,8,2,2,0,3,1,7,2,5,2,5,1,1,7,0,1,6,2,1,4
2012,31,1,5,15,1,1,1,0,2,4,1,2,2,11,7,5,2,6,9,2,2,3,4,1,74,1,3,42,1,1,5,26,19,1,0,2,6,12,1,2,1,2,2,2,1,2,2,9,3,4,1,4,5,1,2,12,0,2,3
2012,32,0,9,20,3,5,5,0,2,1,0,2,3,10,10,2,7,2,14,1,2,2,7,3,95,2,2,26,3,6,17,17,14,3,4,5,2,19,2,7,1,2,0,2,2,3,1,9,3,0,4,1,2,3,0,5,2,0,4
2012,33,1,7,18,3,1,7,3,3,4,1,2,5,11,12,1,4,2,13,0,3,1,3,1,79,1,2,30,0,3,12,9,17,0,1,1,4,14,0,3,2,1,0,2,1,2,4,8,3,1,2,2,7,3,0,9,2,0,4
2012,34,1,2,20,0,0,4,0,1,9,3,4,3,5,5,3,1,3,5,2,2,2,2,0,86,2,2,41,2,1,22,17,13,1,1,1,4,11,3,4,1,2,0,0,0,4,2,5,3,3,4,5,6,1,1,12,0,1,3
2012,35,0,3,18,2,0,4,0,3,2,1,2,4,10,8,0,0,1,6,2,4,3,5,0,79,1,0,36,3,4,20,23,11,2,1,4,2,11,0,6,3,5,1,4,5,9,2,9,1,3,1,8,7,4,0,14,2,3,1
2012,36,5,10,22,1,1,5,3,1,6,1,0,2,11,8,2,0,1,10,4,2,2,0,1,61,1,0,37,2,2,15,17,20,0,1,2,2,18,0,4,1,3,2,2,1,5,2,10,1,1,5,1,5,1,1,8,3,1,4
2012,37,2,8,29,4,1,4,0,2,2,0,1,1,13,11,1,2,1,9,1,1,2,2,0,69,0,2,35,0,2,18,17,13,2,2,1,3,16,2,3,0,0,0,1,1,7,3,8,4,1,2,6,4,5,1,12,1,1,4
2012,38,0,5,14,3,2,8,1,2,6,1,1,0,9,7,3,2,4,18,4,7,3,3,0,90,0,5,38,2,2,13,13,17,1,1,0,4,8,1,2,3,2,2,2,2,2,4,9,2,2,4,1,5,2,0,8,3,2,3
2012,39,4,7,11,1,0,5,2,5,10,2,1,1,8,8,5,2,7,15,0,6,4,5,4,68,3,3,46,1,1,22,17,16,4,3,4,0,14,2,4,0,3,0,3,4,7,1,5,3,1,4,4,6,1,0,7,3,3,2
2012,40,4,8,24,0,1,8,0,2,3,1,2,3,11,6,2,2,2,16,1,0,1,3,1,90,3,1,55,2,0,13,18,22,1,0,0,5,18,2,6,2,1,1,1,1,1,4,8,4,3,1,0,7,2,1,8,0,2,3
2012,41,2,9,19,4,5,5,0,3,3,1,3,3,6,10,5,4,4,10,4,2,0,3,4,82,4,3,35,0,2,29,13,13,3,4,1,5,13,2,9,5,2,0,1,1,2,4,14,6,1,4,2,4,1,0,13,2,3,8
2012,42,2,3,19,3,0,7,1,0,2,0,4,2,8,8,3,1,3,13,2,2,3,3,2,86,2,2,51,0,2,22,20,11,1,1,1,1,9,1,3,1,0,1,1,4,9,1,8,6,2,4,4,9,3,0,10,1,1,3
2012,43,2,5,14,3,1,8,0,3,3,0,3,2,10,9,2,4,3,10,3,5,5,1,3,102,0,1,34,2,2,17,14,17,0,1,2,1,14,1,3,2,2,1,4,4,7,0,16,1,1,3,7,11,1,2,8,2,3,8
2012,44,3,6,22,1,3,2,2,0,11,1,3,2,12,2,5,4,8,9,1,4,3,1,1,81,1,0,46,1,0,18,19,20,0,4,4,3,17,1,7,4,4,1,6,2,2,4,8,2,2,7,4,4,3,1,6,1,6,5
2012,45,1,7,20,1,0,6,2,2,4,3,2,3,12,9,3,3,3,9,2,8,2,3,0,87,3,2,45,1,0,14,14,20,1,1,2,0,16,1,8,5,4,2,1,3,1,8,10,3,1,0,4,6,3,2,10,6,1,5
2012,46,2,15,29,3,2,6,2,0,0,0,2,2,5,9,0,0,4,16,0,4,5,3,4,83,2,3,41,2,3,12,17,13,5,0,1,2,13,1,7,2,3,0,2,3,5,2,8,1,3,1,3,8,1,3,10,6,3,5
2012,47,6,7,21,2,2,6,0,3,3,0,4,0,12,8,1,0,2,11,4,5,1,3,2,70,6,3,30,0,0,14,13,14,0,1,2,3,17,0,4,3,2,2,4,3,4,5,6,4,7,7,2,3,3,2,6,3,4,5
2012,48,3,4,23,1,1,6,2,2,5,0,3,4,10,9,3,0,1,17,2,2,0,8,1,80,1,2,35,1,1,21,15,17,0,2,2,1,15,0,4,1,2,2,3,2,7,1,7,4,1,4,2,3,0,1,7,4,3,5
2012,49,4,9,15,2,2,5,1,2,3,0,2,2,16,12,6,2,5,13,4,2,3,3,5,85,3,2,38,1,0,27,16,8,2,3,1,4,12,1,8,5,6,0,3,1,4,8,6,6,0,4,1,1,2,2,9,1,0,2
2012,50,2,7,17,5,0,6,0,1,1,1,2,1,13,9,5,1,3,8,1,3,5,4,3,94,0,1,46,1,3,13,15,18,2,3,2,8,6,1,9,2,1,2,2,4,4,6,8,2,4,0,3,6,3,4,14,3,7,4
2012,51,6,11,27,3,2,2,1,1,2,3,1,0,7,15,3,0,2,17,0,5,2,6,3,75,2,5,51,3,4,20,13,12,0,1,1,4,19,0,0,2,6,0,1,1,9,0,7,1,8,4,3,7,2,3,17,1,2,5
2012,52,1,8,25,5,1,5,2,2,4,2,4,0,11,13,2,3,4,26,2,1,2,5,4,80,2,0,73,1,5,25,23,19,2,5,2,4,19,1,1,3,6,3,4,6,5,8,8,3,0,6,5,8,0,1,7,2,0,3
2013,1,1,7,23,2,4,5,0,2,2,2,0,4,18,12,2,2,4,20,3,3,5,3,4,102,5,3,52,1,1,21,24,25,1,3,0,1,25,3,9,4,6,0,3,3,3,4,11,0,2,9,4,10,6,2,16,5,1,2
2013,2,1,9,18,3,3,4,1,1,5,2,1,2,13,20,3,3,3,18,2,2,4,2,3,73,3,2,49,2,1,29,27,20,1,3,0,3,15,2,3,1,7,1,0,4,8,2,12,1,3,7,4,6,1,1,15,4,2,2
2013,3,1,13,28,1,3,4,2,1,4,0,4,1,9,15,2,3,8,19,2,1,3,8,1,90,1,1,53,0,3,17,24,14,4,2,1,5,16,2,4,5,3,0,1,2,4,3,6,7,3,9,2,4,0,1,14,5,0,3
2013,4,3,12,34,1,2,4,1,2,3,1,1,3,23,12,1,0,4,23,2,5,7,1,3,79,3,0,62,1,4,28,17,15,5,1,1,2,16,2,5,1,3,2,1,4,4,8,11,1,1,3,4,6,0,1,9,1,1,6
2013,5,0,7,32,2,3,2,0,3,6,1,2,2,20,12,3,2,7,18,3,4,2,4,2,94,1,0,51,1,1,24,30,20,2,3,0,3,27,2,9,1,0,0,1,3,8,3,13,1,3,2,3,7,1,1,6,2,3,0
2013,6,5,6,21,2,2,4,4,5,4,0,5,3,9,15,3,3,3,14,3,3,4,4,5,83,3,3,45,2,1,21,15,19,2,1,1,2,13,4,7,2,1,0,3,5,8,4,5,4,1,5,4,9,0,2,13,2,3,4
2013,7,7,4,20,3,3,5,1,4,7,0,2,1,13,12,7,2,3,17,2,1,5,3,4,83,4,1,48,1,0,37,27,18,6,1,2,2,12,1,6,2,3,0,7,1,6,6,13,4,1,8,2,6,0,2,7,6,3,5
2013,8,7,8,30,8,3,7,2,5,3,0,0,3,13,14,4,1,7,16,2,6,2,2,3,81,2,1,56,3,7,20,18,14,1,1,4,0,17,1,6,1,5,0,2,1,6,10,11,8,3,3,3,11,2,3,13,1,1,4
2013,9,2,11,24,3,3,7,1,5,7,1,1,1,13,9,5,0,6,22,0,2,0,1,2,114,1,6,49,1,3,23,26,23,5,3,3,3,25,1,1,2,1,0,2,2,3,8,16,4,2,4,2,2,2,1,13,2,3,3
2013,10,0,6,25,2,0,3,0,3,3,3,4,3,16,12,1,1,7,12,4,2,2,6,2,102,3,1,61,0,4,18,20,15,4,2,1,3,21,0,5,2,3,2,2,4,5,4,10,5,1,4,1,9,2,0,12,2,3,5
2013,11,6,9,18,2,3,3,3,1,3,2,3,3,10,12,2,3,6,8,2,3,2,3,1,111,3,1,56,1,1,20,23,16,3,1,5,2,15,0,6,6,5,0,2,3,3,1,12,3,3,9,4,9,1,1,11,1,3,3
2013,12,2,7,26,2,3,7,2,5,3,0,6,5,16,12,2,3,3,10,4,6,1,2,0,75,1,1,39,3,3,17,19,20,0,6,2,3,11,3,6,1,5,1,2,3,5,8,15,1,1,3,3,5,2,4,14,2,4,9
2013,13,2,10,13,3,1,8,0,1,1,1,6,3,12,13,3,3,8,20,1,3,1,2,1,84,0,1,32,1,6,19,13,22,1,1,2,3,13,2,2,3,5,0,3,3,6,4,10,1,5,6,4,6,2,0,13,2,2,2
2013,14,2,11,21,4,0,9,2,5,3,2,0,3,12,11,3,2,4,10,2,0,5,1,3,87,1,1,52,1,2,23,14,11,3,2,4,0,20,3,7,1,2,0,3,2,7,7,8,2,2,2,4,8,2,1,11,4,3,2
2013,15,1,8,29,0,3,8,0,2,3,4,5,3,10,12,4,2,8,16,2,2,1,2,3,74,1,3,43,2,2,22,17,16,1,4,2,5,25,0,6,2,2,1,3,3,3,4,8,3,0,8,2,6,1,0,15,2,1,3
2013,16,3,9,21,4,2,8,1,1,6,0,3,2,14,13,2,1,2,12,6,9,5,3,2,96,0,1,47,3,0,15,18,23,1,1,0,1,17,1,3,1,0,0,7,2,4,4,12,3,3,4,1,4,1,0,10,3,2,6
2013,17,0,10,24,4,1,9,1,2,0,1,3,3,7,8,2,0,3,12,0,3,5,3,2,94,5,2,49,1,2,24,11,15,1,0,7,2,14,1,3,3,3,1,6,1,2,4,8,3,3,4,3,8,2,3,5,0,1,4
2013,18,2,9,12,1,2,4,1,5,4,0,3,3,8,5,3,1,5,11,2,1,1,0,1,76,0,1,32,4,1,16,7,15,1,0,3,5,16,0,3,0,3,0,4,1,5,9,15,5,1,0,2,12,3,1,8,3,2,2
2013,19,2,8,24,0,4,7,0,3,3,0,0,5,8,13,0,1,4,8,1,4,3,2,2,80,1,3,41,1,2,21,16,11,3,2,0,1,15,1,8,3,2,1,5,4,2,3,9,1,3,6,4,3,2,2,13,1,0,2
2013,20,0,6,21,3,5,4,1,3,7,1,2,7,8,6,2,3,5,9,4,1,2,3,3,76,1,1,40,2,1,17,12,12,0,1,2,1,15,1,5,2,1,1,2,1,8,3,10,3,2,3,0,5,2,2,3,1,2,3
2013,21,0,8,17,5,5,4,0,3,1,5,5,2,7,10,3,4,4,13,0,3,4,1,1,73,2,1,44,1,1,18,14,10,2,1,0,0,11,1,2,2,4,0,3,3,1,4,11,1,2,5,3,7,1,5,11,1,4,1
2013,22,5,5,21,1,1,1,0,2,4,0,5,0,14,9,3,0,2,6,2,2,3,1,4,77,2,2,41,0,1,21,7,11,2,1,0,6,11,1,5,2,2,1,1,1,3,1,2,4,3,4,4,3,1,2,7,1,2,3
2013,23,3,5,17,3,0,2,0,2,1,0,3,3,11,7,1,2,2,10,0,1,6,1,1,79,1,3,36,0,3,20,18,14,3,4,1,3,11,0,3,2,3,3,2,3,8,5,9,4,4,3,1,2,5,2,14,1,1,8
2013,24,4,7,16,3,2,5,1,2,3,0,0,2,11,11,2,1,5,10,2,2,2,3,3,86,0,2,40,1,1,25,13,20,2,3,0,0,7,3,12,3,0,3,1,1,1,2,9,2,2,8,2,8,7,1,3,1,3,5
2013,25,3,12,21,3,4,10,2,1,5,1,3,4,9,15,0,2,7,14,3,4,2,7,3,97,2,1,48,2,1,21,17,24,0,2,0,1,22,1,2,3,3,0,0,4,7,2,8,8,1,6,5,11,1,0,17,2,3,4
2013,26,2,11,29,1,2,4,1,2,3,2,3,1,8,11,1,4,4,8,0,2,2,4,0,71,4,0,49,0,1,20,10,17,1,1,2,1,16,1,13,3,3,0,1,5,2,2,8,5,5,3,4,6,2,0,12,1,2,5
2013,27,4,7,22,0,1,4,2,1,5,4,2,1,13,9,1,1,4,10,0,1,3,3,2,73,3,1,38,1,3,12,11,14,2,0,1,1,17,1,3,1,4,1,1,2,4,4,4,4,1,5,2,3,4,2,7,1,3,4
2013,28,0,5,17,1,0,3,1,2,2,2,1,1,11,10,1,3,3,11,6,3,1,3,1,76,2,3,47,0,5,12,19,24,0,1,2,5,19,2,9,4,3,2,4,0,5,6,12,3,3,4,2,6,0,1,12,1,0,0
2013,29,7,6,11,1,2,4,1,1,7,0,3,2,10,16,3,2,4,11,2,0,0,0,1,75,1,3,44,2,6,15,10,12,1,1,1,4,15,2,5,2,4,0,0,3,3,4,2,1,5,5,2,7,0,4,8,3,0,6
2013,30,2,12,18,0,2,3,0,2,2,2,0,4,19,8,1,1,7,8,4,5,6,1,2,82,0,2,42,0,2,15,16,23,3,0,3,0,12,0,5,3,1,0,0,2,4,2,5,2,6,5,2,2,2,1,8,3,0,6
2013,31,1,7,21,1,1,8,0,3,3,0,2,2,8,9,3,2,5,10,1,1,2,3,0,77,1,1,34,1,4,16,16,22,2,3,0,0,19,1,4,0,2,2,9,3,5,4,8,2,2,8,2,8,2,3,9,3,0,6
2013,32,6,4,16,2,3,3,1,5,4,0,2,1,12,10,1,2,6,10,4,2,3,7,4,81,3,0,40,1,2,24,19,10,1,0,1,3,22,5,7,3,1,0,2,2,4,3,6,1,3,0,1,8,6,0,4,2,0,5
2013,33,0,7,20,2,5,8,1,2,2,1,2,1,11,11,2,1,6,9,6,2,2,2,3,77,0,0,28,2,1,18,17,4,1,4,2,0,18,2,6,3,0,0,0,3,4,7,4,4,1,2,3,4,0,0,7,4,0,3
2013,34,1,10,15,1,2,2,1,3,2,0,2,0,8,14,4,0,2,15,2,2,4,3,1,69,2,1,34,2,1,12,19,14,3,3,1,2,17,1,3,2,2,0,2,4,3,4,12,2,5,8,3,7,1,1,8,2,1,3
2013,35,1,7,16,4,2,3,1,3,2,0,3,1,6,3,2,2,2,9,1,2,1,0,3,64,6,0,38,3,0,19,16,16,0,3,5,2,19,1,5,1,3,1,4,1,10,5,5,4,1,2,0,5,3,1,6,0,4,5
2013,36,1,8,14,0,3,2,1,1,2,1,2,4,11,11,2,2,3,10,1,2,1,6,1,64,6,3,32,0,2,18,13,12,2,1,0,4,12,0,11,3,0,0,2,3,6,4,5,6,2,1,3,6,5,1,9,4,2,7
2013,37,1,9,18,3,2,2,1,0,6,2,4,0,13,9,5,0,3,4,4,0,2,3,0,86,4,3,46,0,3,20,19,24,3,2,1,2,12,0,8,3,3,2,4,3,2,1,9,3,1,3,2,3,5,1,4,0,2,3
2013,38,1,10,17,1,2,6,0,1,4,1,1,1,7,9,3,1,1,18,4,0,5,4,4,86,2,1,43,1,2,15,11,21,1,4,4,1,19,2,3,2,2,0,1,5,6,3,8,2,1,2,1,10,1,2,10,1,2,4
2013,39,0,8,19,1,3,2,1,3,3,7,4,2,12,6,2,1,0,12,3,2,4,4,2,86,3,1,39,0,2,19,15,14,4,1,6,3,20,2,2,2,2,4,3,6,4,3,15,4,1,1,2,8,2,2,8,3,1,4
2013,40,3,9,18,0,2,6,1,0,2,2,4,1,7,14,2,4,1,4,3,0,2,3,1,80,2,0,32,1,0,24,15,17,3,3,5,1,13,1,6,2,1,0,0,2,3,5,10,0,1,1,2,8,1,3,7,4,2,4
2013,41,2,10,22,6,2,4,1,2,5,1,2,3,20,10,0,0,4,15,3,3,0,1,2,86,2,2,40,1,1,21,14,17,5,5,0,2,10,2,7,3,0,0,5,1,8,4,7,3,1,6,4,6,0,2,13,0,1,1
2013,42,1,12,19,3,4,3,0,3,1,2,0,3,5,16,4,4,2,11,0,3,3,3,0,80,5,2,37,2,2,21,16,12,2,3,5,1,17,2,6,2,2,0,4,1,5,1,12,6,1,6,2,8,2,1,12,1,2,5
2013,43,1,7,17,5,1,5,2,3,3,2,2,2,6,10,1,2,7,14,3,0,7,5,4,92,1,1,39,2,1,11,14,17,1,0,0,1,15,3,8,1,5,0,3,2,4,2,6,2,5,5,2,8,2,2,7,1,0,2
2013,44,8,7,20,5,1,7,2,1,7,0,1,1,12,4,3,1,4,12,2,3,1,0,5,80,3,2,34,0,3,9,13,16,4,1,4,3,17,2,2,1,2,2,0,1,5,5,8,1,0,4,5,8,4,1,9,0,0,1
2013,45,3,7,18,2,2,3,1,0,4,1,3,2,12,3,2,1,3,12,1,1,1,4,3,70,2,2,42,3,2,25,15,20,5,2,0,0,9,1,4,1,2,2,1,2,2,0,8,4,1,6,3,5,3,0,12,0,1,3
2013,46,4,8,21,1,1,3,1,3,2,1,4,2,10,12,3,0,4,14,3,3,0,3,1,79,3,3,50,2,4,16,18,10,1,1,0,2,11,2,1,1,1,1,0,3,1,1,4,6,1,4,1,7,4,1,2,0,2,1
2013,47,3,10,32,2,2,6,1,2,4,2,3,3,7,7,4,3,5,13,1,4,1,3,1,70,0,1,32,1,1,21,11,15,1,0,3,2,7,1,6,1,1,3,3,3,4,2,7,4,1,7,3,6,1,0,13,1,2,1
2013,48,6,16,18,4,2,9,3,2,7,2,0,3,10,11,4,1,4,8,2,2,4,2,1,67,1,1,37,1,3,18,17,12,1,1,1,1,15,0,4,3,2,2,6,2,12,4,11,4,3,8,6,8,0,1,10,0,3,0
2013,49,1,5,24,3,0,6,1,7,3,2,0,1,13,11,4,1,3,9,3,0,0,3,1,85,0,3,45,1,1,13,17,14,1,2,5,2,14,0,6,0,0,2,1,0,9,8,11,2,2,3,5,4,4,2,10,0,0,3
2013,50,3,6,20,2,2,6,1,2,2,4,6,2,14,6,2,2,2,20,1,2,0,4,3,86,3,7,39,0,2,24,13,17,2,2,1,3,18,0,4,0,2,2,4,1,12,0,5,4,3,3,3,5,0,2,8,2,3,2
2013,51,5,8,20,2,2,2,0,1,0,3,4,1,21,11,4,2,2,16,5,1,3,1,3,80,4,0,43,0,2,22,18,11,3,2,0,1,8,1,2,1,3,2,3,1,2,4,4,1,1,3,4,5,1,0,13,1,3,3
2013,52,3,11,22,1,3,2,1,0,3,2,6,1,11,6,3,3,5,15,2,1,3,2,2,103,3,2,62,0,2,32,11,16,3,2,2,1,18,2,1,2,4,0,3,5,6,3,7,6,3,0,6,7,2,7,14,1,0,2
2014,1,5,24,21,6,3,5,5,6,5,1,5,4,5,14,7,3,4,15,2,3,3,6,1,84,2,3,49,1,4,25,19,22,3,3,2,4,16,1,7,1,4,0,2,3,11,6,10,3,3,5,1,6,2,3,9,2,3,3
2014,2,2,8,26,2,2,10,1,3,3,0,0,2,18,9,6,3,2,12,2,4,2,7,1,94,1,3,36,2,1,19,18,16,1,1,2,1,11,2,4,4,1,2,1,4,4,2,13,4,0,5,4,9,2,4,18,3,0,3
2014,3,6,12,16,0,2,6,0,1,6,2,1,2,7,8,3,2,2,15,1,1,6,3,1,72,1,0,49,0,1,23,22,18,2,2,1,3,14,1,7,1,1,0,3,0,3,5,8,3,3,2,8,4,1,3,5,0,1,2
2014,4,0,7,23,5,1,7,1,2,1,2,1,3,12,15,1,1,1,17,3,2,2,2,0,78,1,0,47,1,4,25,15,14,0,0,2,1,9,2,4,2,2,1,1,3,6,6,9,2,0,4,4,3,1,2,7,1,0,3
